Product Name,Brand,Ingredients,Health Risk Numerical Data,Health Risk Level,Long-Term Health Effects,Skin Type Numerical Data,Skin Type,Age Group Numerical Data,Age Group,Price,Rupees,Rating,Usage Instructions
Foaming Cleanser,Brand GGGGG,"Water, Cocamidopropyl Betaine, Sodium Lauroyl Sarcosinate, Glycerin, Sodium Cocoamphoacetate, Sodium PCA",202,Low,"Removes makeup and impurities, gentle formula",6,All,101,Adult,$22 ,1870,4.7,Massage onto wet skin to create lather. Rinse thoroughly with water.
Makeup Removing Milk,Brand HHHHH,"Water, Mineral Oil, Cetyl Alcohol, Stearyl Alcohol, Propylene Glycol, Sodium Lauryl Sulfate",202,Low,"Removes makeup, moisturizes skin",6,All,101,Adult,$24 ,2040,4.6,Apply onto dry or damp skin and massage in circular motions to dissolve makeup. Rinse thoroughly with water.
Cleansing Towelettes,Brand IIIII,"Water, Isopropyl Palmitate, Cetearyl Alcohol, Ceteareth-20, Ceteareth-12, Cetyl Palmitate",202,Low,"Convenient makeup removal, gentle formula",6,All,101,Adult,$26 ,2210,4.8,Gently wipe over face and eyes to remove makeup. Reseal pack after use to prevent drying out.
Cleansing Oil,Brand JJJJJ,"Caprylic/Capric Triglyceride, Isopropyl Palmitate, Ethylhexyl Palmitate, Polyglyceryl-2 Sesquioleate, Ethylhexylglycerin",202,Low,"Dissolves makeup, hydrates skin",6,All,101,Adult,$28 ,2380,4.7,Massage onto dry face to dissolve makeup. Rinse thoroughly with water. Follow with a second cleanse if desired.
Soothing Cleansing Balm,Brand KKKKK,"Helianthus Annuus (Sunflower) Seed Oil, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Polyethylene, PEG-20 Glyceryl Triisostearate, Tocopherol (Vitamin E)",202,Low,"Removes makeup, soothes sensitive skin",2,Sensitive,101,Adult,$30 ,2550,4.6,Apply onto dry skin and massage to dissolve makeup. Rinse with warm water or wipe off with a damp cloth.
Refreshing Micellar Water,Brand LLLLL,"Water, Hexylene Glycol, Glycerin, Sodium Chloride, Citric Acid, Panthenol (Vitamin B5), Allantoin",202,Low,"Removes makeup and impurities, refreshes skin",6,All,101,Adult,$32 ,2720,4.7,Soak a cotton pad with micellar water and gently wipe over face and eyes. No rinsing required.
Nourishing Cleansing Oil,Brand MMMMM,"Prunus Amygdalus Dulcis (Sweet Almond) Oil, Caprylic/Capric Triglyceride, Polyglyceryl-4 Oleate, Tocopherol (Vitamin E), Parfum",202,Low,"Nourishes skin, removes makeup",6,All,101,Adult,$34 ,2890,4.8,"Massage onto dry face to dissolve makeup, then rinse thoroughly with water. Follow with a second cleanse if desired."
Ultra-Gentle Cleansing Milk,Brand NNNNN,"Water, Cetyl Alcohol, Stearyl Alcohol, Isopropyl Palmitate, Sodium Lauryl Sulfate, Glycerin, Sodium Chloride",202,Low,"Gentle on sensitive skin, removes makeup",2,Sensitive,101,Adult,$36 ,3060,4.6,Apply onto dry or damp skin and massage in circular motions to dissolve makeup. Rinse thoroughly with water.
Hydrating Makeup Remover,Brand OOOOO,"Water, Cyclopentasiloxane, Isohexadecane, Isopropyl Palmitate, Sodium Chloride, Benzyl Alcohol",202,Low,"Hydrates skin, removes makeup",6,All,101,Adult,$38 ,3230,4.7,Shake well to mix the two phases. Apply to a cotton pad and gently wipe over eyes and lips to remove makeup.
Cleanse & Refresh Wipes,Brand PPPPP,"Water, Butylene Glycol, Glycerin, Cetylpyridinium Chloride, Citric Acid, Disodium EDTA, Iodopropynyl Butylcarbamate (Preservative)",202,Low,"Convenient makeup removal, refreshes skin",6,All,101,Adult,$40 ,3400,4.8,Gently wipe over face and eyes to remove makeup. Reseal pack after use to prevent drying out.
Silky Smooth Cleansing Oil,Brand QQQQQ,"Caprylic/Capric Triglyceride, Isopropyl Palmitate, Ethylhexyl Palmitate, Polyglyceryl-2 Sesquioleate, Ethylhexylglycerin",202,Low,"Smooths skin texture, removes makeup",6,All,101,Adult,$42 ,3570,4.6,Massage onto dry face to dissolve makeup. Rinse thoroughly with water. Follow with a second cleanse if desired.
Ultra-Calming Micellar Water,Brand RRRRR,"Water, Glycerin, Poloxamer 184, Allantoin, Panthenol (Vitamin B5), Sodium Chloride, Citric Acid",202,Low,"Calms sensitive skin, removes makeup",2,Sensitive,101,Adult,$44 ,3740,4.7,Soak a cotton pad with micellar water and gently wipe over face and eyes. No rinsing required.
Gentle Makeup Removing Balm,Brand SSSSS,"Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Polyethylene, PEG-20 Glyceryl Triisostearate, Tocopherol (Vitamin E)",202,Low,"Gentle on skin, dissolves makeup",6,All,101,Adult,$46 ,3910,4.8,Scoop a small amount onto dry hands and massage onto dry face to dissolve makeup. Rinse thoroughly with water.
Refreshing Cleansing Gel,Brand TTTTT,"Water, Cocamidopropyl Betaine, Sodium Lauroyl Sarcosinate, Glycerin, Sodium Cocoamphoacetate, Sodium PCA",202,Low,"Refreshes skin, removes makeup",6,All,101,Adult,$48 ,4080,4.6,Massage onto wet skin to create lather. Rinse thoroughly with water.
Cleansing Milk,Brand UUUUU,"Water, Mineral Oil, Cetyl Alcohol, Stearyl Alcohol, Propylene Glycol, Sodium Lauryl Sulfate",202,Low,"Moisturizes skin, removes makeup",6,All,101,Adult,$50 ,4250,4.7,Apply onto dry or damp skin and massage in circular motions to dissolve makeup. Rinse thoroughly with water.
Gentle Cleansing Towelettes,Brand VVVVV,"Water, Isopropyl Palmitate, Cetearyl Alcohol, Ceteareth-20, Ceteareth-12, Cetyl Palmitate, Phenoxyethanol",202,Low,"Gentle on skin, removes makeup",6,All,101,Adult,$52 ,4420,4.6,Gently wipe over face and eyes to remove makeup. Reseal pack after use to prevent drying out.
Moisturizing Cleansing Oil,Brand WWWWW,"Caprylic/Capric Triglyceride, Isopropyl Palmitate, Ethylhexyl Palmitate, Polyglyceryl-2 Sesquioleate, Ethylhexylglycerin",202,Low,"Hydrates skin, removes makeup",6,All,101,Adult,$54 ,4590,4.8,Massage onto dry face to dissolve makeup. Rinse thoroughly with water. Follow with a second cleanse if desired.
Soothing Micellar Water,Brand XXXXX,"Water, Hexylene Glycol, Glycerin, Sodium Chloride, Citric Acid, Panthenol (Vitamin B5), Allantoin",202,Low,"Soothes skin, removes makeup",6,All,101,Adult,$56 ,4760,4.7,Soak a cotton pad with micellar
Flawless Finish Concealer,Brand AAAAA,"Water, Cyclopentasiloxane, Titanium Dioxide, Isododecane, Butylene Glycol, Glycerin",204,Moderate,"Provides full coverage, blends seamlessly",6,All,101,Adult,$10 ,850,4.7,"Apply directly onto areas of concern and blend with fingertips, sponge, or brush for a natural-looking finish."
Radiant Concealing Pen,Brand BBBBB,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide",204,Moderate,"Brightens under-eye area, reduces dark circles",6,All,101,Adult,$12 ,1020,4.6,"Twist pen to dispense product, apply under eyes in a triangle shape and blend gently with fingertips or concealer brush."
HD Coverage Concealer,Brand CCCCC,"Water, Isododecane, Cyclopentasiloxane, Titanium Dioxide, Glycerin, Trimethylsiloxysilicate",204,Moderate,"Provides high-definition coverage, long-lasting",6,All,101,Adult,$14 ,1190,4.8,Dot concealer onto imperfections and blend with a concealer brush or sponge until seamless.
Moisturizing Concealer,Brand DDDDD,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Caprylic/Capric Triglyceride",204,Moderate,"Hydrates skin, evens out complexion",6,All,101,Adult,$16 ,1360,4.7,Apply concealer onto areas of concern and blend with fingertips or a damp makeup sponge for a natural finish.
Lightweight Concealing Stick,Brand EEEEE,"Caprylic/Capric Triglyceride, Ethylhexyl Palmitate, Ozokerite, Talc, Isopropyl Myristate, Mica",204,Moderate,"Offers buildable coverage, easy to blend",6,All,101,Adult,$18 ,1530,4.6,Swipe concealer directly onto skin and blend using fingertips or a concealer brush for a flawless complexion.
Brightening Concealer Pen,Brand FFFFF,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide",204,Moderate,"Illuminates complexion, reduces appearance of blemishes",6,All,101,Adult,$20 ,1700,4.8,"Twist pen to dispense product, apply onto areas needing brightening and blend gently with fingertips or a concealer brush."
Matte Finish Concealer,Brand GGGGG,"Water, Isododecane, Cyclopentasiloxane, Glycerin, Trimethylsiloxysilicate, Dimethicone",204,Moderate,"Provides matte coverage, minimizes shine",6,All,101,Adult,$22 ,1870,4.7,Apply concealer onto imperfections and blend with a concealer brush or sponge until seamless.
Natural Concealing Cream,Brand HHHHH,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Talc",204,Moderate,"Offers natural-looking coverage, blends effortlessly",6,All,101,Adult,$24 ,2040,4.6,"Use fingertips or a concealer brush to apply concealer onto areas of concern, blend until desired coverage is achieved."
Hydrating Concealer Pen,Brand IIIII,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide",204,Moderate,"Hydrates and conceals, diminishes fine lines",6,All,101,Adult,$26 ,2210,4.8,"Twist pen to dispense product, apply onto imperfections and blend gently with fingertips or a concealer brush."
Buildable Coverage Stick,Brand JJJJJ,"Caprylic/Capric Triglyceride, Ethylhexyl Palmitate, Ozokerite, Talc, Isopropyl Myristate, Mica",204,Moderate,"Provides customizable coverage, easy to use",6,All,101,Adult,$28 ,2380,4.7,Swipe concealer directly onto skin and blend using fingertips or a concealer brush for buildable coverage.
Radiant Coverage Concealer,Brand KKKKK,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide, Iron Oxides",204,Moderate,"Provides radiant coverage, conceals dark circles",6,All,101,Adult,$30 ,2550,4.6,"Apply under eyes and on imperfections, blend with fingertips or a makeup sponge for a flawless finish."
Corrective Concealing Cream,Brand LLLLL,"Water, Isododecane, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Mica, Iron Oxides",204,Moderate,"Corrects skin imperfections, evens out skin tone",6,All,101,Adult,$32 ,2720,4.7,Apply onto areas of concern and blend with a makeup brush or sponge until seamless.
Illuminating Concealer,Brand MMMMM,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide, Iron Oxides",204,Moderate,"Illuminates complexion, reduces appearance of fatigue",6,All,101,Adult,$34 ,2890,4.8,"Apply onto high points of the face and under eyes, blend gently with fingertips or a makeup sponge for a radiant finish."
Full Coverage Concealer,Brand NNNNN,"Water, Isododecane, Cyclopentasiloxane, Glycerin, Trimethylsiloxysilicate, Dimethicone, Butylene Glycol",202,Low,"Provides full coverage, hides imperfections",6,All,101,Adult,$36 ,3060,4.6,"Apply onto blemishes or under eyes, blend with fingertips or a makeup brush until desired coverage is achieved."
Long-Wear Concealing Cream,Brand OOOOO,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide, Iron Oxides",202,Low,"Long-lasting coverage, stays put all day",6,All,101,Adult,$38 ,3230,4.7,Apply onto imperfections and blend with fingertips or a makeup sponge for a flawless complexion.
Brightening Under Eye Concealer,Brand PPPPP,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide, Iron Oxides",202,Low,"Brightens under-eye area, reduces puffiness",6,All,101,Adult,$40 ,3400,4.8,Apply under eyes and blend with fingertips or a makeup sponge for a refreshed look.
Concealing Stick,Brand QQQQQ,"Caprylic/Capric Triglyceride, Ethylhexyl Palmitate, Ozokerite, Talc, Isopropyl Myristate, Titanium Dioxide, Iron Oxides, Mica",202,Low,"Offers precise coverage, easy to use",6,All,101,Adult,$42 ,3570,4.6,Swipe concealer directly onto imperfections and blend with fingertips or a makeup brush until seamless.
Moisture-Rich Concealer,Brand RRRRR,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide, Iron Oxides",202,Low,"Hydrates skin, covers imperfections",6,All,101,Adult,$44 ,3740,4.7,Apply onto areas of concern and blend with fingertips or a makeup sponge for a moisturized finish.
Corrective Concealer,Brand SSSSS,"Water, Isododecane, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide, Iron Oxides",202,Low,"Corrects discoloration, conceals blemishes",6,All,101,Adult,$46 ,3910,4.8,Apply onto areas needing correction and blend with fingertips or a makeup brush until seamless.
Brightening Concealer,Brand TTTTT,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide, Iron Oxides",202,Low,"Brightens complexion, diminishes dark spots",6,All,101,Adult,$48 ,4080,4.6,Apply onto areas needing brightening and blend with fingertips or a makeup sponge for a luminous finish.
Sheer Coverage Concealer,Brand UUUUU,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide, Iron Oxides",202,Low,"Provides sheer coverage, evens out skin tone",6,All,101,Adult,$50 ,4250,4.7,"Apply onto areas of concern and blend with fingertips or a makeup sponge for a natural, sheer finish."
Color Correcting Concealer,Brand VVVVV,"Water, Isododecane, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide",202,Low,"Corrects color imperfections, neutralizes discoloration",6,All,101,Adult,$52 ,4420,4.6,Apply corrector onto areas needing correction and blend with fingertips or a makeup brush until seamless.
Hydrating Under Eye Concealer,Brand WWWWW,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide, Iron Oxides",202,Low,"Hydrates under-eye area, diminishes fine lines",6,All,101,Adult,$54 ,4590,4.8,"Apply under eyes and blend with fingertips or a makeup sponge for a hydrated, flawless finish."
Full-Coverage Color Corrector,Brand XXXXX,"Water, Isododecane, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide",202,Low,"Provides full coverage, corrects intense color imperfections",6,All,101,Adult,$56 ,4760,4.7,Apply corrector onto intense discolorations and blend with fingertips or a makeup brush until seamless.
Illuminating Under Eye Concealer,Brand YYYYY,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide, Iron Oxides",202,Low,"Illuminates under-eye area, reduces the appearance of fatigue",6,All,101,Adult,$58 ,4930,4.6,"Apply under eyes and blend with fingertips or a makeup sponge for a radiant, refreshed look."
Weightless Concealing Cream,Brand ZZZZZ,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide, Iron Oxides",202,Low,"Provides weightless coverage, feels light on the skin",6,All,101,Adult,$60 ,5100,4.7,"Apply onto areas of concern and blend with fingertips or a makeup sponge for a weightless, natural finish."
Long-Lasting Color Corrector,Brand AAAA,"Water, Isododecane, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide",202,Low,"Provides long-lasting coverage, corrects color imperfections",6,All,101,Adult,$62 ,5270,4.8,Apply corrector onto areas needing correction and blend with fingertips or a makeup brush until seamless.
Hydrating Concealing Pen,Brand BBBB,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide, Iron Oxides",202,Low,"Hydrates skin, provides coverage",6,All,101,Adult,$64 ,5440,4.6,"Twist pen to dispense product, apply onto areas of concern and blend with fingertips or a makeup sponge for a hydrated finish."
Brightening Color Corrector,Brand CCCC,"Water, Isododecane, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide",202,Low,"Brightens complexion, corrects color imperfections",6,All,101,Adult,$66 ,5610,4.7,Apply corrector onto areas needing correction and blend with fingertips or a makeup brush until seamless.
Full-Coverage Under Eye Concealer,Brand DDDD,"Water, Cyclopentasiloxane, Glycerin, Dimethicone, Butylene Glycol, Titanium Dioxide, Iron Oxides",202,Low,"Provides full coverage, conceals dark circles",6,All,101,Adult,$68 ,5780,4.8,"Apply under eyes and blend with fingertips or a makeup sponge for a flawless, refreshed look."
Radiant Red Hair Dye,Brand AAAAA,"Water, Cetearyl Alcohol, Ammonium Hydroxide, Propylene Glycol, Sodium Laureth Sulfate, Fragrance",203,Medium,May cause scalp irritation,6,All,101,Adult,$9 ,765,4.7,"Mix colorant and developer in a non-metallic bowl. Apply to dry hair, leave on for recommended time, then rinse thoroughly."
Natural Black Hair Color,Brand BBBBB,"Aqua, Ethanolamine, Propylene Glycol, Sodium Laureth Sulfate, Cetearyl Alcohol, Parfum",203,Medium,"Potential allergic reactions, scalp irritation",6,All,101,Adult,$10 ,850,4.6,"Wear gloves. Apply color to roots, leave on for recommended time, then apply to the rest of the hair. Rinse thoroughly."
Honey Blonde Hair Dye,Brand CCCCC,"Aqua, Cetearyl Alcohol, Ammonium Hydroxide, Paraffinum Liquidum, Propylene Glycol, Parfum",203,Medium,May cause scalp sensitivity,6,All,101,Adult,$11 ,935,4.8,"Perform a strand test before full application. Apply to dry hair, starting from the roots to the ends. Rinse thoroughly."
Chestnut Brown Hair Color,Brand DDDDD,"Aqua, Ethanolamine, Propylene Glycol, Sodium Laureth Sulfate, Cetearyl Alcohol, Parfum",203,Medium,Potential scalp irritation,6,All,101,Adult,$12 ,1020,4.7,"Mix colorant and developer thoroughly. Apply to dry hair, starting from roots to ends. Leave on for recommended time, then rinse."
Platinum Blonde Hair Dye,Brand EEEEE,"Water, Ammonium Hydroxide, Propylene Glycol, Cetearyl Alcohol, Mineral Oil, Sodium Laureth Sulfate, Parfum",203,Medium,May cause scalp dryness,6,All,101,Adult,$13 ,1105,4.6,"Apply colorant to dry hair, leave on for recommended time, then rinse thoroughly."
